name,symbol
Prestige Estates Projects Limited,PRESTIGE
Oracle Financial Services Software Limited,OFSS
Glenmark Pharmaceuticals Limited,GLENMARK
Sundaram Finance Limited,SUNDARMFIN
Colgate Palmolive (India) Limited,COLPAL
Bajaj Finance Limited,BAJFINANCE
APL Apollo Tubes Limited,APLAPOLLO
Multi Commodity Exchange of India Limited,MCX
Max Financial Services Limited,MFSL
Dixon Technologies (India) Limited,DIXON
Jindal Stainless Limited,JSL
Yes Bank Limited,YESBANK
National Aluminium Company Limited,NATIONALUM
Coromandel International Limited,COROMANDEL
Rail Vikas Nigam Limited,RVNL
Info Edge (India) Limited,NAUKRI
General Insurance Corporation of India,GICRE
Alkem Laboratories Limited,ALKEM
Lloyds Metals And Energy Limited,LLOYDSME
Schaeffler India Limited,SCHAEFFLER
PB Fintech Limited,POLICYBZR
Steel Authority of India Limited,SAIL
UNO Minda Limited,UNOMINDA
Swiggy Limited,SWIGGY
One 97 Communications Limited,PAYTM
Indian Overseas Bank,IOB
Aurobindo Pharma Limited,AUROPHARMA
Fortis Healthcare Limited,FORTIS
L&T Finance Limited,LTF
AU Small Finance Bank Limited,AUBANK
NMDC Limited,NMDC
Meesho Limited,MEESHO
Bajaj Housing Finance Limited,BAJAJHFL
The Federal Bank Limited,FEDERALBNK
Persistent Systems Limited,PERSISTENT
SBI Cards and Payment Services Limited,SBICARD
IndusInd Bank Limited,INDUSINDBK
NHPC Limited,NHPC
FSN E-Commerce Ventures Limited,NYKAA
Pidilite Industries Limited,PIDILITIND
SRF Limited,SRF
NTPC Green Energy Limited,NTPCGREEN
Waaree Energies Limited,WAAREEENER
Oil India Limited,OIL
Torrent Power Limited,TORNTPOWER
Bharti Hexacom Limited,BHARTIHEXA
Bank of India,BANKINDIA
JSW Energy Limited,JSWENERGY
Havells India Limited,HAVELLS
Aditya Birla Capital Limited,ABCAPITAL
Mazagon Dock Shipbuilders Limited,MAZDOCK
Samvardhana Motherson International Limited,MOTHERSON
Bharat Forge Limited,BHARATFORG
Dabur India Limited,DABUR
Bharat Heavy Electricals Limited,BHEL
REC Limited,RECLTD
Zydus Lifesciences Limited,ZYDUSLIFE
Lenskart Solutions Limited,LENSKART
Mankind Pharma Limited,MANKIND
Hindustan Petroleum Corporation Limited,HINDPETRO
SHREE CEMENT LIMITED,SHREECEM
ICICI Lombard General Insurance Company Limited,ICICIGI
ICICI Prudential Life Insurance Company Limited,ICICIPRULI
The Indian Hotels Company Limited,INDHOTEL
GE Vernova T&D India Limited,GVT&D
Lodha Developers Limited,LODHA
United Spirits Limited,UNITDSPR
Billionbrains Garage Ventures Limited,GROWW
Marico Limited,MARICO
Siemens Energy India Limited,ENRIN
Lupin Limited,LUPIN
GMR AIRPORTS LIMITED,GMRAIRPORT
Max Healthcare Institute Limited,MAXHEALTH
Bosch Limited,BOSCHLTD
LG Electronics India Limited,LGEINDIA
Cipla Limited,CIPLA
Ambuja Cements Limited,AMBUJACEM
BSE Limited,BSE
GAIL (India) Limited,GAIL
Apollo Hospitals Enterprise Limited,APOLLOHOSP
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM
Hitachi Energy India Limited,POWERINDIA
CG Power and Industrial Solutions Limited,CGPOWER
Hero MotoCorp Limited,HEROMOTOCO
Vodafone Idea Limited,IDEA
Indus Towers Limited,INDUSTOWER
Bajaj Holdings & Investment Limited,BAJAJHLDNG
Tata Power Company Limited,TATAPOWER
Adani Energy Solutions Limited,ADANIENSOL
Siemens Limited,SIEMENS
Solar Industries India Limited,SOLARINDS
Ashok Leyland Limited,ASHOKLEY
Godrej Consumer Products Limited,GODREJCP
Nestle India Limited,NESTLEIND
IDBI Bank Limited,IDBI
JINDAL STEEL LIMITED,JINDALSTEL
ABB India Limited,ABB
Polycab India Limited,POLYCAB
LTIMindtree Limited,LTM
Tech Mahindra Limited,TECHM
Indian Bank,INDIANB
Muthoot Finance Limited,MUTHOOTFIN
Indian Railway Finance Corporation Limited,IRFC
Cummins India Limited,CUMMINSIND
Power Finance Corporation Limited,PFC
Trent Limited,TRENT
Tata Motors Passenger Vehicles Limited,TMPV
Tata Capital Limited,TATACAP
Canara Bank,CANBK
Britannia Industries Limited,BRITANNIA
Torrent Pharmaceuticals Limited,TORNTPHARM
Cholamandalam Investment and Finance Company Limited,CHOLAFIN
Punjab National Bank,PNB
DLF Limited,DLF
Varun Beverages Limited,VBL
ICICI Prudential Asset Management Company Limited,ICICIAMC
HDFC Life Insurance Company Limited,HDFCLIFE
Adani Green Energy Limited,ADANIGREEN
Union Bank of India,UNIONBANK
Jio Financial Services Limited,JIOFIN
Bank of Baroda,BANKBARODA
Bharat Petroleum Corporation Limited,BPCL
Divi's Laboratories Limited,DIVISLAB
Hyundai Motor India Limited,HYUNDAI
TVS Motor Company Limited,TVSMOTOR
Tata Motors Limited,TMCV
InterGlobe Aviation Limited,INDIGO
Grasim Industries Limited,GRASIM
Shriram Finance Limited,SHRIRAMFIN
SBI Life Insurance Company Limited,SBILIFE
Hindalco Industries Limited,HINDALCO
Eicher Motors Limited,EICHERMOT
ETERNAL LIMITED,ETERNAL
Asian Paints Limited,ASIANPAINT
Adani Enterprises Limited,ADANIENT
Avenue Supermarts Limited,DMART
Hindustan Zinc Limited,HINDZINC
Hindustan Aeronautics Limited,HAL
Indian Oil Corporation Limited,IOC
Tata Steel Limited,TATASTEEL
Coal India Limited,COALINDIA
Vedanta Limited,VEDL
Power Grid Corporation of India Limited,POWERGRID
Bajaj Auto Limited,BAJAJ-AUTO
JSW Steel Limited,JSWSTEEL
Bajaj Finserv Limited,BAJAJFINSV
Bharat Electronics Limited,BEL
Adani Ports and Special Economic Zone Limited,ADANIPORTS
Oil & Natural Gas Corporation Limited,ONGC
NTPC Limited,NTPC
UltraTech Cement Limited,ULTRACEMCO
HCL Technologies Limited,HCLTECH
Titan Company Limited,TITAN
ITC Limited,ITC
Mahindra & Mahindra Limited,M&M
Kotak Mahindra Bank Limited,KOTAKBANK
Sun Pharmaceutical Industries Limited,SUNPHARMA
Axis Bank Limited,AXISBANK
Maruti Suzuki India Limited,MARUTI
Life Insurance Corporation Of India,LICI
Hindustan Unilever Limited,HINDUNILVR
Larsen & Toubro Limited,LT
Tata Consultancy Services Limited,TCS
State Bank of India,SBIN
Bharti Airtel Limited,BHARTIARTL
Reliance Industries Limited,RELIANCE
Aarnav Fashions Limited,AARNAV
Bonlon Industries Limited,BONLON
Shankara Buildpro Limited,BUILDPRO
Ceinsys Tech Limited,CEINSYS
DCM Shriram International Limited,DCMSIL
DCM Shriram Fine Chemicals Limited,DSFCL
Glottis Limited,GLOTTIS
Kwality Wall's (India) Limited,KWIL
Sadhana Nitrochem Limited-RE,SADHNA-RE
Sical Logistics Ltd-RE,SICAL-RE
TCC Concept Limited,TCC
